0,8;0;0,9;0,027027027027027
0,8;0;0,027027027027027;0,9
0,8;0;0,9;0,027027027027027
0,8;1;0,027027027027027;0,1
0,8;1;0,1;0,307692307692308
0,8;0;0,307692307692308;0,36
0,8;0;0,36;0,307692307692308
0,8;1;0,307692307692308;0,64
0,8;0;0,64;0,123287671232877
0,8;1;0,123287671232877;0,36
0,8;0;0,36;0,307692307692308
0,8;0;0,307692307692308;0,36
0,8;0;0,36;0,307692307692308
0,8;1;0,307692307692308;0,64
0,8;1;0,64;0,876712328767123
0,8;1;0,876712328767123;0,966037735849057
0,8;0;0,966037735849057;0,00871248789932236
0,8;1;0,00871248789932236;0,0339622641509434
0,8;1;0,0339622641509434;0,123287671232877
0,8;1;0,123287671232877;0,36
0,8;1;0,36;0,692307692307692
0,8;0;0,692307692307692;0,1
0,8;0;0,1;0,692307692307692
0,8;0;0,692307692307692;0,1
0,8;1;0,1;0,307692307692308
0,8;0;0,307692307692308;0,36
0,8;1;0,36;0,692307692307693
0,8;0;0,692307692307693;0,0999999999999999
0,8;1;0,0999999999999999;0,307692307692307
0,8;1;0,307692307692307;0,64
