0.303;0.331;0.371;0.331;0.303 
 0.331;0.371;0.428;0.371;0.331 
 0.371;0.428;0.524;0.428;0.371 
 0.000;0.524;0.845;0.524;0.000 
 0.524;0.845;0.059;0.000;0.524 
 0.428;0.000;0.845;0.524;0.000 
 0.000;0.428;0.524;0.428;0.000 
 0.331;0.371;0.428;0.371;0.331 
 0.303;0.000;0.371;0.331;0.000 
 0.280;0.303;0.331;0.303;0.000 
